Coaching,Flag,Event ID,Recorded Date,Severity,Score,Observations,Vehicle,Driver ID
Not In Queue,Not Flagged,9096-E5FT,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15005,1853
Not In Queue,Not Flagged,9096-E5E8,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15002,1853
Not In Queue,Not Flagged,9096-E5DS,01-Apr-16,Category 2,195,Incomplete Stop at Stop Sign,9945,1978
Not In Queue,Not Flagged,9096-E5DK,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8102,233
Coached,Not Flagged,9096-E5CY,01-Apr-16,Category 3,244,"Incomplete Stop at Stop Sign, Moderate Speeding (<= 10 mph Over Limit)",11028,995
Not In Queue,Not Flagged,9096-E5C1,01-Apr-16,Category 2,195,Incomplete Stop at Stop Sign,7012,2046
Not In Queue,Not Flagged,9096-E5BC,01-Apr-16,Category 2,195,Incomplete Stop at Light,9010,216
Not In Queue,Not Flagged,9096-E5AW,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10067,1928
Coached,Not Flagged,9096-E5AR,01-Apr-16,Category 3,226,Lane Departure/Straddling Lanes,5069,1230
Not In Queue,Not Flagged,9096-E5AK,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13039,1853
Not In Queue,Not Flagged,9096-E58M,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7002,1952
Coached,Not Flagged,9096-E580,01-Apr-16,Category 4,275,Attained Extreme Speed,9020,93
Not In Queue,Not Flagged,9096-E57J,01-Apr-16,Category 2,195,Incomplete Stop at Stop Sign,11204,1664
Not In Queue,Not Flagged,9096-E573,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7023,1752
Coached,Not Flagged,9096-E55Z,01-Apr-16,Category 3,226,Lane Departure/Straddling Lanes,7059,1253
Coached,Not Flagged,9096-E55Y,01-Apr-16,Category 3,226,Lane Departure/Straddling Lanes,11015,367
Not In Queue,Not Flagged,9096-E55A,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),6006,2123
Coached,Not Flagged,9096-E54K,01-Apr-16,Category 3,226,Lane Departure/Straddling Lanes,11008,166
Coached,Not Flagged,9096-E54J,01-Apr-16,Category 3,226,Lane Departure/Straddling Lanes,11009,927
Coached,Not Flagged,9096-E54H,01-Apr-16,Category 3,226,Lane Departure/Straddling Lanes,11008,166
Coached,Not Flagged,9096-E53W,01-Apr-16,Category 3,226,Lane Departure/Straddling Lanes,11010,1838
Coached,Not Flagged,9096-E537,01-Apr-16,Category 3,226,Lane Departure/Straddling Lanes,7051,897
Coached,Not Flagged,9096-E52H,01-Apr-16,Category 4,275,Attained Extreme Speed,9020,93
Not In Queue,Not Flagged,9096-E512,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8102,233
Coached,Not Flagged,9096-E4YS,01-Apr-16,Category 3,226,Lane Departure/Straddling Lanes,7051,897
Coached,Not Flagged,9096-E4Y6,01-Apr-16,Category 4,275,Unsafe Railroad Crossing,11222,651
Not In Queue,Not Flagged,9096-E4WP,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13009,1367
Coached,Not Flagged,9096-E4W5,01-Apr-16,Category 4,275,Attained Extreme Speed,9020,1505
Coached,Not Flagged,9096-E4V9,01-Apr-16,Category 3,226,Not Scanning Road Ahead,10017,2159
Not In Queue,Not Flagged,9096-E4SZ,01-Apr-16,Category 2,195,Incomplete Stop at Stop Sign,13009,1367
Not In Queue,Not Flagged,9096-E4SP,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9028,615
Not In Queue,Not Flagged,9096-E4SE,01-Apr-16,Category 2,195,Incomplete Stop at Stop Sign,12203,1354
Not In Queue,Not Flagged,9096-E4R4,01-Apr-16,Category 2,195,Incomplete Stop at Light,12211,1370
Not In Queue,Not Flagged,9096-E4QR,31-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,10064,1235
Not In Queue,Not Flagged,9096-E4QP,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10064,1235
Not In Queue,Not Flagged,9096-E4Q4,01-Apr-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11009,927
Not In Queue,Flagged,9096-E4NB,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7059,1918
Coached,Not Flagged,9096-E4GV,01-Apr-16,Category 3,226,Unsafe Braking,108,1442
Not In Queue,Not Flagged,9096-E4EY,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,14220,207
Coached,Flagged,9096-E4DB,30-Mar-16,Category 4,275,Unattended Moving Vehicle,5053,1701
Not In Queue,Not Flagged,9096-E4D2,01-Apr-16,Category 2,195,Incomplete Stop at Stop Sign,7027,1447
Not In Queue,Not Flagged,9096-E4C2,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15021,1853
Not In Queue,Not Flagged,9096-E4BK,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15018,1853
Not In Queue,Not Flagged,9096-E4BA,31-Mar-16,Category 2,98,"Moderate Speeding (<= 10 mph Over Limit), Other Task",15022,1853
Not In Queue,Not Flagged,9096-E4AR,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15020,2123
Not In Queue,Not Flagged,9096-E49V,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13036,1853
Not In Queue,Not Flagged,9096-E49A,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13040,1853
Not In Queue,Not Flagged,9096-E48D,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15014,1853
Coached,Not Flagged,9096-E482,31-Mar-16,Category 4,275,Failure to Attempt to Stop at Light,9041,215
Not In Queue,Not Flagged,9096-E47Q,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13044,1853
Not In Queue,Not Flagged,9096-E465,31-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,5062,805
Not In Queue,Not Flagged,9096-E44Q,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15003,1853
Not In Queue,Not Flagged,9096-E43P,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,12211,1422
Not In Queue,Flagged,9096-E436,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,12211,1422
Not In Queue,Flagged,9096-E430,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,12211,1422
Not In Queue,Not Flagged,9096-E41F,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10066,1728
Coached,Not Flagged,9096-E418,31-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,211,336
Coached,Not Flagged,9096-E401,31-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,7059,1918
Not In Queue,Not Flagged,9096-E3ZV,31-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,12029,110
Not In Queue,Not Flagged,9096-E3ZR,31-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,12029,110
Not In Queue,Not Flagged,9096-E3YR,31-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,11024,1111
Not In Queue,Not Flagged,9096-E3Y7,31-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,9002,216
Not In Queue,Not Flagged,9096-E3XJ,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11204,291
Coached,Not Flagged,9096-E3XF,31-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,11008,1838
Coached,Not Flagged,9096-E3VH,31-Mar-16,Category 3,226,Unsafe Braking,11225,630
Not In Queue,Flagged,9096-E3TX,31-Mar-16,Category 2,195,Incomplete Stop at Light,7020,1773
Not In Queue,Not Flagged,9096-E3SW,31-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,10031,2134
Not In Queue,Not Flagged,9096-E3S6,31-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,9029,775
Not In Queue,Not Flagged,9096-E3RZ,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15003,56
Not In Queue,Not Flagged,9096-E3RE,31-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,14227,1011
Not In Queue,Not Flagged,9096-E3R7,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13032,2255
Coached,Not Flagged,9096-E3R6,31-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,7052,666
Not In Queue,Not Flagged,9096-E3R2,31-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12211,1034
Coached,Not Flagged,9096-E3P8,31-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,11222,1555
Not In Queue,Not Flagged,9096-E3KH,31-Mar-16,Category 2,195,Incomplete Stop at Light,7013,2047
Not In Queue,Not Flagged,9096-E3JJ,31-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,6102,551
Not In Queue,Not Flagged,9096-E3DF,30-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15010,1853
Not In Queue,Not Flagged,9096-E3CQ,21-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,15201,2175
Coached,Not Flagged,9096-E3B9,21-Mar-16,Category 4,385,"Driver Seatbelt Unfastened (<= 20 mph), Incomplete Stop at Stop Sign",15201,648
Coached,Not Flagged,9096-E3AV,21-Mar-16,Category 4,385,"Driver Seatbelt Unfastened (<= 20 mph), Incomplete Stop at Stop Sign",15201,648
Not In Queue,Not Flagged,9096-E395,21-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,15201,648
Not In Queue,Not Flagged,9096-E36A,30-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13037,1853
Not In Queue,Not Flagged,9096-E368,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,110,2123
Not In Queue,Not Flagged,9096-E367,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,5053,1701
Not In Queue,Not Flagged,9096-E35D,30-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),4011,2196
Not In Queue,Not Flagged,9096-E34S,30-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13036,1853
Not In Queue,Not Flagged,9096-E31F,30-Mar-16,Category 2,195,Incomplete Stop at Light,5062,805
Not In Queue,Not Flagged,9096-E308,24-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9212,374
Not In Queue,Not Flagged,9096-E2ZV,24-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9212,374
Not In Queue,Not Flagged,9096-E2Z2,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,5062,805
Coached,Not Flagged,9096-E2WZ,30-Mar-16,Category 4,275,Unsafe Railroad Crossing,11014,1398
Not In Queue,Not Flagged,9096-E2WC,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,14013,1835
Not In Queue,Not Flagged,9096-E2VZ,27-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10018,1442
Coached,Not Flagged,9096-E2VW,30-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,11024,1111
Not In Queue,Not Flagged,9096-E2T3,30-Mar-16,Category 2,195,Incomplete Stop at Light,7042,1731
Not In Queue,Not Flagged,9096-E2SE,30-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13043,261
Not In Queue,Not Flagged,9096-E2SA,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,9004,216
Coached,Not Flagged,9096-E2RX,30-Mar-16,Category 3,226,Unsafe Lane Change/Merging/Passing,9025,1047
Not In Queue,Not Flagged,9096-E2P8,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10022,655
Not In Queue,Not Flagged,9096-E2P7,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10022,655
Coached,Not Flagged,9096-E2JP,30-Mar-16,Category 3,226,Unsafe Lane Change/Merging/Passing,11230,543
Not In Queue,Not Flagged,9096-E2HJ,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,9015,2159
Coached,Not Flagged,9096-E2FT,30-Mar-16,Category 3,226,Unsafe Braking,15006,1272
Coached,Not Flagged,9096-E2FJ,30-Mar-16,Category 4,275,Failure to Attempt to Stop at Light,7019,699
Not In Queue,Not Flagged,9096-E2F0,30-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9031,615
Not In Queue,Not Flagged,9096-E2DX,25-Mar-16,Category 2,98,"Moderate Speeding (<= 10 mph Over Limit), Other Task",11009,1047
Not In Queue,Not Flagged,9096-E2D2,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,5070,916
Not In Queue,Not Flagged,9096-E2CD,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,7014,1695
Not In Queue,Not Flagged,9096-E2CC,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,11203,1354
Not In Queue,Not Flagged,9096-E2CA,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,12206,303
Not In Queue,Not Flagged,9096-E2C5,30-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,7012,1208
Not In Queue,Not Flagged,9096-E24C,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15021,1853
Coached,Not Flagged,9096-E23F,29-Mar-16,Category 4,275,Excessive Speeding (> 10 mph Over Limit),15014,1853
Coached,Not Flagged,9096-E22J,29-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,9041,2290
Not In Queue,Not Flagged,9096-E222,29-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,15006,1871
Coached,Not Flagged,9096-E21A,25-Mar-16,Category 4,275,Unsafe Railroad Crossing,11009,1047
Not In Queue,Not Flagged,9096-E20Z,25-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,11009,1047
Coached,Not Flagged,9096-E1ZY,29-Mar-16,Category 4,275,Attained Extreme Speed,9020,43
Not In Queue,Not Flagged,9096-E1YY,29-Mar-16,Category 2,195,Incomplete Stop at Light,10055,1236
Not In Queue,Not Flagged,9096-E1XS,29-Mar-16,Category 2,195,Incomplete Stop at Light,10070,808
Coached,Not Flagged,9096-E1W7,29-Mar-16,Category 3,226,Not Scanning Road Ahead,202,492
Not In Queue,Not Flagged,9096-E1T0,29-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,10070,808
Coached,Not Flagged,9096-E1SN,29-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,11015,2222
Not In Queue,Not Flagged,9096-E1RY,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12013,905
Not In Queue,Flagged,9096-E1QN,29-Mar-16,Category 2,195,Incomplete Stop at Light,7042,1731
Not In Queue,Not Flagged,9096-E1Q0,29-Mar-16,Category 2,195,Incomplete Stop at Light,10067,469
Not In Queue,Not Flagged,9096-E1PK,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9024,35
Not In Queue,Not Flagged,9096-E1NB,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9029,1609
Not In Queue,Not Flagged,9096-E1K4,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9029,1609
Not In Queue,Not Flagged,9096-E1K0,29-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,7023,2049
Coached,Not Flagged,9096-E1HF,29-Mar-16,Category 4,421,"Incomplete Stop at Stop Sign, Paperwork",15020,1696
Coached,Not Flagged,9096-E1H8,29-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,7051,897
Not In Queue,Not Flagged,9096-E1GD,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10059,775
Not In Queue,Not Flagged,9096-E1G3,29-Mar-16,Category 2,195,"Incomplete Stop at Light, Yawning",15207,1877
Not In Queue,Not Flagged,9096-E1FX,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13031,2255
Not In Queue,Not Flagged,9096-E1F2,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11228,1268
Not In Queue,Not Flagged,9096-E1EA,29-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,7089,916
Not In Queue,Not Flagged,9096-E1E5,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),124,1552
Not In Queue,Not Flagged,9096-E1DW,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11207,1308
Not In Queue,Not Flagged,9096-E1CK,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12205,1279
Not In Queue,Not Flagged,9096-E1CE,29-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10059,775
Coached,Not Flagged,9096-E1BC,29-Mar-16,Category 4,385,"Beverage, Incomplete Stop at Stop Sign",7023,2049
Not In Queue,Not Flagged,9096-E1AA,29-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,12211,1422
Not In Queue,Not Flagged,9096-E122,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13040,2123
Not In Queue,Not Flagged,9096-E11D,28-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,11206,44
Not In Queue,Not Flagged,9096-E113,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15013,2123
Not In Queue,Not Flagged,9096-E10K,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15017,1853
Not In Queue,Not Flagged,9096-E10F,28-Mar-16,Category 2,175,Unsafe Following (2.25 - 3 seconds),15020,266
Not In Queue,Not Flagged,9096-E101,28-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,7006,1152
Coached,Not Flagged,9096-E0YW,28-Mar-16,Category 3,244,"Incomplete Stop at Stop Sign, Moderate Speeding (<= 10 mph Over Limit)",13044,1853
Not In Queue,Not Flagged,9096-E0YM,28-Mar-16,Category 2,195,Incomplete Stop at Light,15223,748
Not In Queue,Not Flagged,9096-E0XS,21-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,15201,648
Not In Queue,Not Flagged,9096-E0WF,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10051,433
Not In Queue,Not Flagged,9096-E0VY,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),130,969
Not In Queue,Not Flagged,9096-E0VQ,28-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,127,1405
Not In Queue,Not Flagged,9096-E0V6,28-Mar-16,Category 2,195,Incomplete Stop at Light,10007,1494
Coached,Not Flagged,9096-E0TZ,28-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,11222,933
Not In Queue,Not Flagged,9096-E0SV,28-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,12220,1073
Coached,Not Flagged,9096-E0SP,28-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,7056,1111
Not In Queue,Not Flagged,9096-E0SJ,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),130,969
Not In Queue,Not Flagged,9096-E0SH,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11003,42
Coached,Not Flagged,9096-E0S5,28-Mar-16,Category 3,226,Unsafe Following (1.25 - 2 seconds),7056,1111
Coached,Flagged,9096-E0R0,28-Mar-16,Category 4,501,"Failure to Attempt to Stop at Light, Unsafe Braking",11225,1331
Coached,Not Flagged,9096-E0PH,28-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,9211,1774
Not In Queue,Not Flagged,9096-E0P9,28-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,10017,1514
Not In Queue,Not Flagged,9096-E0NY,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11017,6
Not In Queue,Not Flagged,9096-E0NH,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),6105,1770
Not In Queue,Not Flagged,9096-E0NE,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8102,1524
Not In Queue,Not Flagged,9096-E0ME,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7008,1773
Not In Queue,Not Flagged,9096-E0MB,28-Mar-16,Category 2,195,Incomplete Stop at Light,10058,1415
Not In Queue,Not Flagged,9096-E0JZ,28-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),164,989
Not In Queue,Not Flagged,9096-E0JS,28-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,9216,1034
Not In Queue,Not Flagged,9096-E0JH,28-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,10052,775
Not In Queue,Not Flagged,9096-E0JA,28-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,7027,2287
Coached,Not Flagged,9096-E0J1,28-Mar-16,Category 3,226,Not Scanning Road Ahead,15006,137
Not In Queue,Not Flagged,9096-E0J0,28-Mar-16,Category 2,195,Incomplete Stop at Light,14227,1029
Coached,Not Flagged,9096-E0HS,28-Mar-16,Category 4,275,Failure to Attempt to Stop at Light,10017,1514
Not In Queue,Not Flagged,9096-E0EW,28-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,4006,27
Not In Queue,Not Flagged,9096-E0EJ,28-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,12206,1354
Not In Queue,Not Flagged,9096-E0DX,25-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,13010,1013
Coached,Not Flagged,9096-E0AG,28-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,4013,139
Not In Queue,Not Flagged,9096-DZZS,27-Mar-16,Category 2,195,"Incomplete Stop at Stop Sign, Obstructed View of Driver",9018,381
Not In Queue,Not Flagged,9096-DZY7,26-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,110,1883
Coached,Not Flagged,9096-DZY2,26-Mar-16,Category 4,275,"Lane Departure/Straddling Lanes, Moderate Speeding (<= 10 mph Over Limit)",12048,1854
Not In Queue,Not Flagged,9096-DZX1,26-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8103,911
Coached,Not Flagged,9096-DZVY,26-Mar-16,Category 3,226,Unsafe Braking,10014,343
Not In Queue,Not Flagged,9096-DZTA,26-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10020,1077
Not In Queue,Not Flagged,9096-DZRM,26-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10020,1253
Not In Queue,Not Flagged,9096-DZRK,26-Mar-16,Category 2,195,Incomplete Stop at Light,9021,983
Not In Queue,Not Flagged,9096-DZQZ,26-Mar-16,Category 2,195,Incomplete Stop at Light,117,1883
Not In Queue,Not Flagged,9096-DZN2,26-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,9007,969
Not In Queue,Not Flagged,9096-DZMB,25-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8109,2123
Not In Queue,Not Flagged,9096-DZHA,25-Mar-16,Category 2,195,Incomplete Stop at Light,15011,307
Not In Queue,Not Flagged,9096-DZGN,25-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13037,1853
Not In Queue,Not Flagged,9096-DZG1,25-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13038,1853
Not In Queue,Not Flagged,9096-DZEA,25-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),test bus 1,995
Not In Queue,Not Flagged,9096-DZD8,25-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9041,2211
Not In Queue,Not Flagged,9096-DZD7,25-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12043,1026
Not In Queue,Not Flagged,9096-DZD0,25-Mar-16,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11024,591
Not In Queue,Not Flagged,9096-DZB3,25-Mar-16,Category 2,195,Incomplete Stop at Stop Sign,12029,110
Coached,Not Flagged,9096-DZAH,25-Mar-16,Category 3,226,Lane Departure/Straddling Lanes,7058,1396
